,num_critic_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_users_voted,cast_total_facebook_likes,num_user_reviews,budget,title_year,actor_2_facebook_likes,movie_score,aspect_ratio,movie_facebook_likes,budget_millions,gross_millions,profit_millions,roi,profit_margin
title_year,0.5336424357959293,0.02894707507524782,0.0129406971587189,0.0757075393158331,0.1268845926351589,0.10641418121515261,0.14775308075227805,0.13730822362521128,-0.028604373623245964,0.0891842464503167,1.0,0.11241112716900709,0.040080731943752966,0.2250177043844614,0.5399864427056689,0.08918424674017036,0.10641419747913233,0.044589327527389956,0.0435372059384461,0.013401538156224824
actor_2_facebook_likes,0.2552036708665624,0.21064921629703726,0.10599202006329982,0.7641080936987242,0.5753602948435296,0.3041192897630629,0.31389911163171,0.7289057888918156,0.22903739072095103,0.3147025621294147,0.11241112716900709,1.0,0.11128555112079964,0.11384032552629646,0.21557528812355078,0.3147025621293427,0.3041192984459931,0.11234331640502518,0.016672795691461784,0.11685797927237834
movie_score,0.43823399041735706,0.4055856739033761,0.2435101840057471,0.05081006322512866,0.22086461474216473,0.21752383459287286,0.5288487253842316,0.2086240893485953,0.3983254949554734,0.07994507322574278,0.040080731943752966,0.11128555112079964,1.0,0.0916020847767911,0.36300632133842536,0.07994507333144801,0.21752386209509425,0.22941738721737293,0.18293809788235005,0.15859517960452502
aspect_ratio,0.24422961016870695,0.27445377259279397,0.11665829088069853,0.08566743594196545,0.1621107522000012,0.117557555527011,0.1786389484387198,0.1542147574269141,0.1708651393543705,0.2261679723729851,0.2250177043844614,0.11384032552629646,0.0916020847767911,1.0,0.16740531322194505,0.2261679729691175,0.1175575519689495,-0.06417014873976973,-0.13207938199411184,-0.053561952823985536
movie_facebook_likes,0.7111351999800379,0.2650552909816418,0.1808448305642007,0.18141888930258254,0.25193325193107957,0.31472316429851116,0.539091997693111,0.27053962434566786,0.36001516100471925,0.22658358362386127,0.5399864427056689,0.21557528812355078,0.36300632133842536,0.16740531322194505,1.0,0.22658358343098003,0.3147231908932224,0.1878055181978739,0.19031619416940634,0.18075466843034477
budget_millions,0.39028969322897034,0.3593393716367132,0.19135924346678734,0.28544738251443985,0.27024140523143014,0.6980688154425729,0.5028865456547047,0.3027078667293163,0.43576855710318513,1.0000000000000138,0.08918424674017036,0.3147025621293427,0.07994507333144801,0.2261679729691175,0.22658358343098003,1.0,0.6980688195155004,-0.03964987808515728,-0.15226234224591992,0.09660826964384418
gross_millions,0.4684208581143143,0.2840072865985877,0.15931405040093968,0.299078694624227,0.23417711447407358,0.9999999999997774,0.6781979836894412,0.27530325829152213,0.5488914632878419,0.6980688193560143,0.10641419747913233,0.3041192984459931,0.21752386209509425,0.1175575519689495,0.3147231908932224,0.6980688195155004,1.0,0.6468153016710675,0.4252864325258166,0.5238764763695999
profit_millions,0.23984023428439477,0.034023368569639265,0.018923325020246507,0.13945350862115916,0.05121809073884009,0.6468152742037709,0.42736186248559294,0.08090301681883223,0.3158281290027591,-0.039649878338248755,0.044589327527389956,0.11234331640502518,0.22941738721737293,-0.06417014873976973,0.1878055181978739,-0.03964987808515728,0.6468153016710675,1.0,0.7356194446974854,0.6292500063569912
roi,0.20701025036802284,-0.038322200870591204,0.012066508983639061,0.03852379334160574,0.0020766472334057154,0.42528645864464765,0.2994017398188879,0.0124755615438197,0.2606951844960949,-0.15226234244192818,0.0435372059384461,0.016672795691461784,0.18293809788235005,-0.13207938199411184,0.19031619416940634,-0.15226234224591992,0.4252864325258166,0.7356194446974854,1.0,0.7419040784969623
profit_margin,0.2727279506482458,0.031688657132255243,0.04900341618937189,0.13417591933658393,0.0777892092752215,0.5238765284136462,0.3698989999495792,0.09440075906829405,0.3332277335735517,0.09660826999884484,0.013401538156224824,0.11685797927237834,0.15859517960452502,-0.053561952823985536,0.18075466843034477,0.09660826964384418,0.5238764763695999,0.6292500063569912,0.7419040784969623,1.0
